FROM	TO	BAYES_FACTOR	POSTERIOR PROBABILITY
Georgia	Pennsylvania	0.85551676379705	0.04988334629485613
Georgia	South_Carolina	0.9787261910583456	0.05666037106988112
Georgia	South_Dakota	0.9280170619581274	0.053882901899788914
Georgia	Virginia	1.2473020199987581	0.07110321075436063
Illinois	Indiana	0.5579524072849279	0.03310743250749917
Illinois	Iowa	73318.59453959455	0.9997778024663926
Illinois	Kansas	0.5019823277344442	0.0298855682701922
Illinois	Michigan	0.5289558760514026	0.03144095100544384
Illinois	Minnesota	0.47701279310278405	0.028441284301744252
Illinois	Missouri	0.5657017044238749	0.03355182757471392
Illinois	Nebraska	125.00553333134052	0.8846794800577713
Illinois	North_Carolina	170.54565092863484	0.9127874680591045
Illinois	Ohio	0.4962135307544644	0.029552271969781135
Illinois	Oklahoma	0.6867336670849795	0.040439951116542604
Illinois	Pennsylvania	0.46934478791876627	0.027996889234529497
Illinois	South_Carolina	0.554080429352033	0.03288523497389179
Illinois	South_Dakota	0.5270263213522752	0.031329852238640155
Illinois	Virginia	1.1326611756415652	0.06499277858015776
Indiana	Iowa	73318.59453959455	0.9997778024663926
Indiana	Kansas	0.6279535867363296	0.03710698811243195
Indiana	Michigan	20936.530703068835	0.9992223086323742
Indiana	Minnesota	0.8856509121678542	0.05154982779691145
Indiana	Missouri	1.197091977592636	0.0684368403510721
Indiana	Nebraska	0.37597758624288763	0.022553049661148763
Indiana	North_Carolina	18.461040194242884	0.5311632040884346
Indiana	Ohio	146653.48391073474	1.0
Indiana	Oklahoma	3.587204341889576	0.1804243972891901
Indiana	Pennsylvania	148.87383820920886	0.9013442950783246
Indiana	South_Carolina	0.5270263213522752	0.031329852238640155
Indiana	South_Dakota	0.4272957764789882	0.02555271636484835
Indiana	Virginia	2.8401689425929644	0.1484279524497278
Iowa	Kansas	0.43683383678136045	0.026108210198866794
Iowa	Michigan	0.3325098830308587	0.019997778024663928
Iowa	Minnesota	146653.48391073474	1.0
Iowa	Missouri	146653.48391073474	0.9998889012331963
Iowa	Nebraska	0.7064178738923577	0.041550938784579494
Iowa	North_Carolina	0.8836386748221282	0.051438729030107766
Iowa	Ohio	0.349491961203582	0.02099766692589712
Iowa	Oklahoma	0.8214922660423025	0.04799466725919342
Iowa	Pennsylvania	0.48468781625287793	0.028885679368959003
Iowa	South_Carolina	156.46109159017377	0.9056771469836685
Iowa	South_Dakota	24.266501071148102	0.5982668592378625
Iowa	Virginia	2.1565181514672673	0.11687590267748028
Kansas	Michigan	1.070759117668744	0.061659815576047106
Kansas	Minnesota	1.1388756625266059	0.06532607488056882
Kansas	Missouri	1.0954670958475092	0.06299300077769136
Kansas	Nebraska	1.0195089976613403	0.0588823464059549
Kansas	North_Carolina	2.825202184291648	0.14776135984890568
Kansas	Ohio	1.0604848361261405	0.061104321742028664
Kansas	Oklahoma	2.0549468532472344	0.11198755693811799
Kansas	Pennsylvania	1.0625387197216156	0.06121542050883235
Kansas	South_Carolina	0.8575224179087839	0.049994445061659815
Kansas	South_Dakota	1.025643034226043	0.05921564270636596
Kansas	Virginia	4.155500125066315	0.20319964448394623
Michigan	Minnesota	0.7498841710718709	0.043995111654260635
Michigan	Missouri	0.7975561413784886	0.046661482057549164
Michigan	Nebraska	0.6553335696154778	0.03866237084768359
Michigan	North_Carolina	2.172780988017223	0.1176535940451061
Michigan	Ohio	0.7399859621771485	0.04343961782024219
Michigan	Oklahoma	0.6416325123629617	0.03788467948005777
Michigan	Pennsylvania	0.7300992427878177	0.04288412398622375
Michigan	South_Carolina	0.7064178738923577	0.041550938784579494
Michigan	South_Dakota	0.7736868696172617	0.0453282968559049
Michigan	Virginia	1.0563785267964905	0.06088212420842129
Minnesota	Missouri	0.600661916208364	0.035551605377180315
Minnesota	Nebraska	0.7995482611555303	0.04677258082435285
Minnesota	North_Carolina	1.3231598948771959	0.07510276635929342
Minnesota	Ohio	0.6220979517424277	0.036773691812020885
Minnesota	Oklahoma	0.6475016809171963	0.03821797578046884
Minnesota	Pennsylvania	0.5347471970227248	0.0317742473058549
Minnesota	South_Carolina	1.234722505071803	0.0704366181535385
Minnesota	South_Dakota	4.296180491746731	0.20864348405732697
Minnesota	Virginia	1.4725553401632292	0.0828796800355516
Missouri	Nebraska	1.344348098654126	0.0762137540273303
Missouri	North_Carolina	1.0195089976613403	0.0588823464059549
Missouri	Ohio	0.9889038706109606	0.057215864903899565
Missouri	Oklahoma	1.423189563602046	0.08032440839906677
Missouri	Pennsylvania	0.9726253347821395	0.05632707476947006
Missouri	South_Carolina	1.4747079191413979	0.0829907788023553
Missouri	South_Dakota	3.7146880644972002	0.18564603932896345
Missouri	Virginia	2.025150810381192	0.11054327296967004
Nebraska	North_Carolina	1.2978011450527738	0.07376958115764914
Nebraska	Ohio	1.344348098654126	0.0762137540273303
Nebraska	Oklahoma	1.40394711277748	0.07932451949783358
Nebraska	Pennsylvania	1.2137966914742002	0.06932563048550161
Nebraska	South_Carolina	1.4381848661972214	0.0811020997666926
Nebraska	South_Dakota	1.2767245514374714	0.07265859348961226
Nebraska	Virginia	1.5460368088552754	0.08665703810687701
North_Carolina	Ohio	1.5503781808845964	0.08687923564048439
North_Carolina	Oklahoma	12.329247053560962	0.43072991889790024
North_Carolina	Pennsylvania	0.3892520332822666	0.023330741028774582
North_Carolina	South_Carolina	0.1461256051621121	0.008887901344295079
North_Carolina	South_Dakota	0.12220211703132769	0.007443617375847128
North_Carolina	Virginia	3.5952930464817356	0.18075769358960114
Ohio	Oklahoma	50.769539164147744	0.7570269970003333
Ohio	Pennsylvania	3.0675154830472176	0.15842684146205976
Ohio	South_Carolina	0.618196445862035	0.03655149427841351
Ohio	South_Dakota	0.5753983534059682	0.03410732140873236
Ohio	Virginia	1.7080871658250376	0.09487834685034996
Oklahoma	Pennsylvania	1.5221969701891616	0.08543495167203644
Oklahoma	South_Carolina	1.2221610188298022	0.06977002555271636
Oklahoma	South_Dakota	1.2158870243582875	0.0694367292523053
Oklahoma	Virginia	2.441726801614173	0.13031885346072658
Pennsylvania	South_Carolina	0.4866076697267788	0.028996778135762694
Pennsylvania	South_Dakota	0.46551341405667995	0.02777469170092212
Pennsylvania	Virginia	0.8035338941251725	0.046994778357960225
South_Carolina	South_Dakota	2.499348200939404	0.13298522386401512
South_Carolina	Virginia	1.617940650538024	0.09032329741139873
South_Dakota	Virginia	1.7813058394112278	0.09854460615487168
California	Arkansas	1.3932749114639145	0.07876902566381513
Georgia	Arkansas	1.1658563998725777	0.06677035884901678
Illinois	Arkansas	0.46359838378249163	0.027663592934118433
Indiana	Arkansas	307.47951446386537	0.9496722586379291
Iowa	Arkansas	0.8575224179087839	0.049994445061659815
Kansas	Arkansas	1.4575018775390918	0.08210198866792578
Michigan	Arkansas	0.751865193354148	0.04410621042106433
Minnesota	Arkansas	4.241401826287428	0.20653260748805688
Missouri	Arkansas	1.681609040498701	0.0935451616487057
Nebraska	Arkansas	1.468251746391689	0.08265748250194423
North_Carolina	Arkansas	0.10751454497794247	0.00655482724141762
Ohio	Arkansas	0.785613166402116	0.04599488945672703
Oklahoma	Arkansas	1.2893644431270133	0.0733251860904344
Pennsylvania	Arkansas	0.500058955024794	0.029774469503388513
South_Carolina	Arkansas	1.5612408602895906	0.08743472947450283
South_Dakota	Arkansas	1.3783554337919386	0.07799133429618932
Virginia	Arkansas	1.5351926146208386	0.08610154427285857
Georgia	California	1.0052131279039553	0.058104655038329074
Illinois	California	0.46551341405667995	0.02777469170092212
Indiana	California	0.9078166765398794	0.05277191423175203
Iowa	California	0.4521173858861071	0.0269970003332963
Kansas	California	0.9848313599096764	0.05699366737029219
Michigan	California	417.6394250884013	0.9624486168203533
Minnesota	California	0.4502054154635103	0.026885901566492613
Missouri	California	1.2221610188298022	0.06977002555271636
Nebraska	California	1.1057828501727478	0.0635484946117098
North_Carolina	California	0.12036473217820276	0.0073325186090434395
Ohio	California	0.5792801366317034	0.03432951894233974
Oklahoma	California	0.9950162372558685	0.05754916120431063
Pennsylvania	California	0.35327046824259306	0.0212198644595045
South_Carolina	California	1.4124941506422235	0.07976891456504832
South_Dakota	California	1.2767245514374714	0.07265859348961226
Virginia	California	1.361335390956323	0.07710254416175981
Illinois	Georgia	20.081601674177897	0.552049772247528
Indiana	Georgia	4.453474967630008	0.21464281746472613
Iowa	Georgia	0.9705926735837377	0.05621597600266637
Kansas	Georgia	1.1658563998725777	0.06677035884901678
Michigan	Georgia	0.7123320376514714	0.041884235084990555
Minnesota	Georgia	0.5444082640391786	0.032329741139873344
Missouri	Georgia	1.0154220531214366	0.058660148872347516
Nebraska	Georgia	1.6420375680087294	0.09154538384623931
North_Carolina	Georgia	2.5913104505363673	0.13720697700255527
Ohio	Georgia	0.9665287865131896	0.055993778469058994
Oklahoma	Georgia	1.2389136716111242	0.07065881568714587
Pennsylvania	Georgia	0.5212403119965108	0.030996555938229087
South_Carolina	Georgia	1.344348098654126	0.0762137540273303
South_Dakota	Georgia	1.515706249418368	0.08510165537162538
Virginia	Georgia	1.3634611033252848	0.07721364292856349
Indiana	Illinois	55.181668816107475	0.7720253305188313
Iowa	Illinois	1.2033525085601497	0.06877013665148317
Kansas	Illinois	1.3231598948771959	0.07510276635929342
Michigan	Illinois	1.0934054125467998	0.06288190201088768
Minnesota	Illinois	0.6553335696154778	0.03866237084768359
Missouri	Illinois	1.1908359248303926	0.06810354405066103
Nebraska	Illinois	1.2200691878572123	0.06965892678591268
North_Carolina	Illinois	12.939726704769758	0.4426174869458949
Ohio	Illinois	1.2598996024516405	0.07176980335518275
Oklahoma	Illinois	1.2473020199987581	0.07110321075436063
Pennsylvania	Illinois	0.6045553356027293	0.03577380291078769
South_Carolina	Illinois	1.4082196000818659	0.07954671703144095
South_Dakota	Illinois	1.2683080474992237	0.07221419842239751
Virginia	Illinois	1.7036687295232915	0.09465614931674259
Iowa	Indiana	2.4345489603369717	0.1299855571603155
Kansas	Indiana	0.7756734290231343	0.04543939562270859
Michigan	Indiana	0.6572926733042497	0.03877346961448728
Minnesota	Indiana	70.18499082600258	0.8115764915009444
Missouri	Indiana	1.384746412689997	0.07832463059660037
Nebraska	Indiana	1.4060830986160533	0.07943561826463726
North_Carolina	Indiana	146653.48391073474	1.0
Ohio	Indiana	0.6045553356027293	0.03577380291078769
Oklahoma	Indiana	1.2096175225430357	0.06910343295189424
Pennsylvania	Indiana	97.6677004996637	0.857015887123653
South_Carolina	Indiana	1.3932749114639145	0.07876902566381513
South_Dakota	Indiana	1.4639502369372681	0.08243528496833685
Virginia	Indiana	1.4811687867204	0.08332407510276636
Kansas	Iowa	1.0317814186016603	0.059548939006777026
Michigan	Iowa	0.5773390217482028	0.03421842017553605
Minnesota	Iowa	0.7399859621771485	0.04343961782024219
Missouri	Iowa	1.155469316026348	0.06621486501499833
Nebraska	Iowa	1.3401063817744112	0.07599155649372293
North_Carolina	Iowa	12206.186730313093	0.9986668147983557
Ohio	Iowa	0.7419646841550575	0.04355071658704588
Oklahoma	Iowa	1.304133986194132	0.07410287745806021
Pennsylvania	Iowa	78.69854846880675	0.8284635040551049
South_Carolina	Iowa	1.342226985180786	0.0761026552605266
South_Dakota	Iowa	1.502738984915231	0.08443506277080325
Virginia	Iowa	1.6398442604624284	0.09143428507943561
Michigan	Kansas	0.5851061620715488	0.034662815242750805
Minnesota	Kansas	0.6377219919154893	0.037662481946450395
Missouri	Kansas	0.9726253347821395	0.05632707476947006
Nebraska	Kansas	1.1804191087512372	0.06754805021664259
North_Carolina	Kansas	923.8960578281147	0.9826685923786246
Ohio	Kansas	0.6299063660038551	0.03721808687923564
Oklahoma	Kansas	1.1783372347156893	0.06743695144983891
Pennsylvania	Kansas	0.47317791386676195	0.028219086768136874
South_Carolina	Kansas	1.0625387197216156	0.06121542050883235
South_Dakota	Kansas	1.2620009588256038	0.07188090212198645
Virginia	Kansas	1.2305333417187831	0.07021442061993112
Minnesota	Michigan	0.48468781625287793	0.028885679368959003
Missouri	Michigan	0.9138718149496575	0.05310521053216309
Nebraska	Michigan	1.3783554337919386	0.07799133429618932
North_Carolina	Michigan	0.27428037734979255	0.016553716253749583
Ohio	Michigan	0.7360298968014364	0.04321742028663482
Oklahoma	Michigan	1.3592101903139788	0.07699144539495612
Pennsylvania	Michigan	0.5039061410288405	0.02999666703699589
South_Carolina	Michigan	1.1845843454701963	0.06777024775024998
South_Dakota	Michigan	1.2200691878572123	0.06965892678591268
Virginia	Michigan	1.2851491258577414	0.07310298855682702
Missouri	Minnesota	1.0975292681042967	0.06310409954449506
Nebraska	Minnesota	1.2075286861387178	0.06899233418509054
North_Carolina	Minnesota	0.10751454497794247	0.00655482724141762
Ohio	Minnesota	0.8314854490243684	0.04855016109321186
Oklahoma	Minnesota	1.2662051811686272	0.07210309965559382
Pennsylvania	Minnesota	0.5715183557290948	0.03388512387512499
South_Carolina	Minnesota	1.157545744020359	0.06632596378180203
South_Dakota	Minnesota	1.3868777662714715	0.07843572936340407
Virginia	Minnesota	1.3273934624467063	0.07532496389290079
Nebraska	Missouri	1.3020225326210266	0.07399177869125653
North_Carolina	Missouri	0.10384675739059496	0.006332629707810243
Ohio	Missouri	0.7995482611555303	0.04677258082435285
Oklahoma	Missouri	1.0934054125467998	0.06288190201088768
Pennsylvania	Missouri	0.5773390217482028	0.03421842017553605
South_Carolina	Missouri	1.304133986194132	0.07410287745806021
South_Dakota	Missouri	1.0399727023573588	0.05999333407399178
Virginia	Missouri	1.4575018775390918	0.08210198866792578
North_Carolina	Nebraska	0.1461256051621121	0.008887901344295079
Ohio	Nebraska	0.6103988303749432	0.03610709921119876
Oklahoma	Nebraska	1.1181779215695042	0.06421508721253194
Pennsylvania	Nebraska	0.47701279310278405	0.028441284301744252
South_Carolina	Nebraska	1.195006129330863	0.06832574158426842
South_Dakota	Nebraska	1.4124941506422235	0.07976891456504832
Virginia	Nebraska	1.318928360965699	0.07488056882568603
Ohio	North_Carolina	7.777017911492071	0.3230752138651261
Oklahoma	North_Carolina	1.1057828501727478	0.0635484946117098
Pennsylvania	North_Carolina	0.6808372902750056	0.04010665481613154
South_Carolina	North_Carolina	1.5135437266166365	0.08499055660482169
South_Dakota	North_Carolina	1.2158870243582875	0.0694367292523053
Virginia	North_Carolina	1.4747079191413979	0.0829907788023553
Oklahoma	Ohio	3.560289442894679	0.1793134096211532
Pennsylvania	Ohio	0.525097209211565	0.031218753471836464
South_Carolina	Ohio	1.4897905887489484	0.08376847016998111
