Time	Mean	Median	Upper	Lower
2018.676712328767	6.905062459692576	6.192849687778695	15.917004676025849	2.1528514507167915
2018.5800488750986	6.973294830254326	6.361507626735473	15.056042672257373	2.5928471958759522
2018.48338542143	7.001431167641427	6.447485086059446	14.49593241950429	2.7985356300289554
2018.3867219677616	7.044867546181953	6.558279654135539	14.17555328611656	2.9626895259661223
2018.290058514093	7.101651692970987	6.633802360481619	13.723966880729247	3.1601034385686053
2018.1933950604246	7.2249522968015105	6.798371922455616	13.590092250565869	3.3728101458379562
2018.096731606756	7.342308505049745	6.974391290907401	13.479817303008975	3.50508471085891
2018.0000681530876	7.584428260624852	7.19163564973065	13.679618378843829	3.7800632897825452
2017.903404699419	8.031128265620696	7.646626798312694	14.067569980515044	4.214196789920554
2017.8067412457506	8.888135535191813	8.51026100111013	15.02394439166416	5.008878364387845
2017.710077792082	9.412734509205809	9.023901986206631	15.736151602296047	5.3485849440893025
2017.6134143384136	10.137353228009674	9.719337374751891	16.73962781986142	5.960184175496556
2017.516750884745	10.58320497937386	10.148615594411874	17.44419830638275	6.346276390270508
2017.4200874310766	10.645238814088032	10.228408081620946	17.30769552472136	6.478659756829404
2017.323423977408	10.463960007524328	10.09793303216511	16.89521864937507	6.311433117543086
2017.2267605237396	10.063513120524611	9.727140437891446	16.094085917193375	6.069844329199112
2017.130097070071	9.669791412296815	9.354181991221358	15.25328231553554	5.786711666858611
2017.0334336164026	9.340985740657278	9.098030511402891	14.66574072813402	5.550086820400624
2016.936770162734	9.183575888880483	8.943344650756307	14.307705953680198	5.409695968651028
2016.8401067090656	9.21053370454673	8.984208758494354	14.350649247978227	5.488088906809422
2016.743443255397	9.729631942138186	9.495925052996567	15.008077613535065	5.86148462410584
2016.6467798017286	10.622050769998404	10.361415932898488	16.28776427092572	6.518301319849522
2016.55011634806	11.59018092066556	11.232087119565712	18.004650276020474	7.194217254703736
2016.4534528943916	12.567685881488408	12.15924697747508	19.467103960824343	7.813780873075341
2016.356789440723	13.813465811751835	13.382822227511847	21.585564774058586	8.730881718379424
2016.2601259870546	14.679712782847698	14.19438194667179	23.075502997221903	9.362518809553455
2016.163462533386	14.786055258225797	14.316050164771752	23.12478454069393	9.417585152721923
2016.0667990797176	14.671119934715865	14.231167546177353	22.640614053065434	9.407790112257533
2015.9701356260491	14.69108253128467	14.224488272717084	22.5712098774417	9.459135655443664
2015.8734721723806	14.642953201679228	14.217341503952738	22.39743852135187	9.333833583120443
2015.7768087187121	14.554378442482445	14.109781462855256	22.260026110345684	9.274588229513137
2015.6801452650436	14.357305347521887	13.913527504290098	22.055734558914136	9.038797613005958
2015.5834818113751	14.032957616273121	13.626164596130993	21.573543191943493	8.922497129519726
2015.4868183577066	13.477837413065382	13.099689080641365	20.791163073500712	8.319732774542997
2015.3901549040381	12.96355377033815	12.623039266591812	19.997976227424562	7.9199407944877
2015.2934914503696	12.780275406835433	12.430221732200987	19.84674953232021	7.724717224309542
2015.1968279967011	12.845058230546627	12.550363773853519	19.62796381369006	7.833852456353612
2015.1001645430326	12.901902109858678	12.568991768181764	19.87202560591003	7.7976913111596735
2015.0035010893641	13.120007556977574	12.767638364230994	20.209451563071003	7.940917718068662
2014.9068376356956	13.697792972936472	13.356688639530468	21.129095776737387	8.248060212397519
2014.8101741820271	14.67064368516777	14.247864220211241	22.77840613240332	8.796807447397812
2014.7135107283586	15.963482082177427	15.471554179953138	24.96096536587037	9.716762441781038
2014.6168472746901	17.0840928413791	16.589552742276492	26.84902436309825	10.669113241852328
2014.5201838210216	17.929894090020102	17.29718596465303	28.416801868126147	11.237788275104249
2014.4235203673531	18.40766798983141	17.842822818853694	28.827556035514974	11.545955539697351
2014.3268569136847	18.452533047992432	17.873763138139843	28.883921076999837	11.692428088422313
2014.2301934600162	18.322611034780383	17.77892823931585	27.745247476632223	11.748536477465334
2014.1335300063477	17.70263428050712	17.301149898208237	26.211143250444024	11.369798409022033
2014.0368665526792	17.080289249609617	16.735886942091938	25.20074399227356	11.001788613960159
2013.9402030990107	17.415019197769624	17.113979761192	25.327481513630065	11.118297540010499
2013.8435396453422	19.470407879735355	19.12522773298845	27.83094409461576	13.076406864153121
2013.7468761916737	22.16024993362758	21.73075614064586	31.757961919836315	15.0434031197899
2013.6502127380052	24.587309568712055	24.054755389878128	35.379452697396545	16.747412589438152
2013.5535492843367	27.134568825212035	26.457973103359297	39.95487715791413	18.543514829759754
2013.4568858306682	29.15279995719458	28.390170596326247	42.801581826605776	20.1288989723747
2013.3602223769997	30.267417082178422	29.465551659774434	44.148372279331234	20.82676564211689
2013.2635589233312	30.291020698353318	29.561454497982364	44.437636962526994	20.69661254977307
2013.1668954696627	29.66520716520331	28.96282674887971	42.938742298798246	20.45884552851884
2013.0702320159942	28.761024225379447	28.248693468814963	40.519360966726474	19.85650580801213
2012.9735685623257	27.809941163172958	27.37087448454985	39.19335036899739	19.1333195968442
2012.8769051086572	27.627194644869338	27.179704527870527	38.953909405031695	19.071576298707875
2012.7802416549887	27.77849638781312	27.290897726998196	39.24236036486035	19.648408206754677
2012.6835782013202	28.122329936831942	27.60274701699532	39.42986387740875	19.964780390466284
2012.5869147476517	28.00304494651653	27.387220170632308	39.4286388561832	19.919306923598242
2012.4902512939832	27.439192915965325	26.898667686469274	38.72856444197316	19.50516347855799
2012.3935878403147	26.040357927942882	25.44127034727776	37.144989435588705	18.373915609185925
2012.2969243866462	24.54906920640376	24.08007340512974	34.620722508790614	17.281202124347573
2012.2002609329777	22.660515585529296	22.216088538910572	32.16861085353511	15.95063376533014
2012.1035974793092	20.371171594582997	19.99375153525144	28.27374580843017	14.462771573564732
2012.0069340256407	18.2269152399371	17.94714197967936	25.206302424689408	12.891565262425111
2011.9102705719722	16.70965264062335	16.44906041101931	22.88664239624234	11.76351417421515
2011.8136071183037	15.888587098023885	15.648494025191692	21.766752809366604	11.262655191752287
2011.7169436646352	14.950067245316362	14.775004100548704	20.322493257837408	10.64431130498346
2011.6202802109667	13.690454572434241	13.557023247712868	18.48090643624614	9.676674529518598
2011.5236167572982	13.223792794257808	13.069610721019705	17.679401255260544	9.558539404562653
2011.4269533036297	13.85415120621619	13.64509509170601	18.832995552675364	10.068395827370866
2011.3302898499612	13.73787295377076	13.520967047677996	18.848507049575648	9.981661768442793
2011.2336263962927	13.408733002826299	13.167006027539479	18.494210544797337	9.673001477036268
2011.1369629426242	13.114202582982116	12.881172726973793	18.115824538653214	9.391462395102366
2011.0402994889557	12.073451961332616	11.921878636878613	16.442544036382042	8.530643285724624
2010.9436360352872	11.00646815641348	10.873609544623623	15.167285686938952	7.6955522242990515
2010.8469725816187	10.445337429950985	10.293330170132743	14.605878059718775	7.114168623204735
2010.7503091279502	9.870968686004124	9.699042025802758	14.198969758313408	6.593083718245262
2010.6536456742817	9.315192928640798	9.128396131273021	13.759690864521483	6.0732592450907
2010.5569822206132	8.923648954948453	8.721436743476675	13.158225709332628	5.771936977288912
2010.4603187669447	8.771404002798592	8.57550653697045	13.275796914700882	5.594403371269293
2010.3636553132762	8.496400109803973	8.246195393424102	13.211681111860774	5.302007856935132
