FROM	TO	BAYES_FACTOR	POSTERIOR PROBABILITY
delta1a	cluster_iv	0.6136353097533901	0.05154982779691145
delta1b	cluster_iv	2.742236844176003	0.19542273080768804
delta2	cluster_iv	1.4269799984460798	0.11220975447172536
location13	cluster_iv	1.5588298212714462	0.12131985334962782
cluster_ivb	cluster_iva	105.78612032206676	0.9035662704143984
cluster_ivc	cluster_iva	1.131631693990029	0.09110098877902455
cluster_ivd	cluster_iva	1.3212410923073086	0.10476613709587823
cluster_ive	cluster_iva	1.2465625590854896	0.09943339628930119
delta1a	cluster_iva	0.7733126199654893	0.06410398844572825
delta1b	cluster_iva	1.217246064743626	0.09732251972003111
delta2	cluster_iva	1.7517615904110073	0.13431840906565937
location13	cluster_iva	1.4477022334237253	0.11365403844017331
cluster_ivc	cluster_ivb	5.82953923011141	0.3405177202533052
cluster_ivd	cluster_ivb	2.2577182120105355	0.16664815020553272
cluster_ive	cluster_ivb	3.279388517906583	0.22508610154427286
delta1a	cluster_ivb	0.45405679874303934	0.03866237084768359
delta1b	cluster_ivb	1.523187862805985	0.11887568047994668
delta2	cluster_ivb	1.5183429104232022	0.11854238417953561
location13	cluster_ivb	1.209553972326485	0.09676702588601266
cluster_ivd	cluster_ivc	2.3468007276384686	0.17209198977891346
cluster_ive	cluster_ivc	3.175691117739793	0.21953116320408844
delta1a	cluster_ivc	0.4486303678758703	0.03821797578046884
delta1b	cluster_ivc	1.6951013342058063	0.13054105099433397
delta2	cluster_ivc	1.4094983890679609	0.11098766803688478
location13	cluster_ivc	1.3841562197597141	0.10921008776802578
cluster_ive	cluster_ivd	3.165402506556815	0.21897566937007
delta1a	cluster_ivd	0.4717273993281683	0.04010665481613154
delta1b	cluster_ivd	1.8055424473014745	0.1378735696033774
delta2	cluster_ivd	1.479714795471856	0.11587601377624708
location13	cluster_ivd	1.3857371418534257	0.10932118653482946
delta1a	cluster_ive	0.49491550106567767	0.04199533385179424
delta1b	cluster_ive	1.6884677722442567	0.13009665592711922
delta2	cluster_ive	1.3479035390257752	0.10665481613154094
location13	cluster_ive	1.2635981670423448	0.10065548272414176
delta1b	delta1a	1.7634883732718378	0.13509610043328518
delta2	delta1a	1.4253887726948324	0.11209865570492168
location13	delta1a	1.705064401371842	0.1312076435951561
delta2	delta1b	1.336911243025294	0.10587712476391511
location13	delta1b	2.7190237208514314	0.19408954560604377
location13	delta2	1.35104771112294	0.10687701366514832
